userId,name,category,foodType,description,latitude,longitude,address,postalCode,city,country,photos
1,Pivnica Medvedgrad,Pub,"Barbecue,American,Balkan","Pivnica Medvedgrad is a popular brewery and restaurant located in Zagreb, Croatia, known for its cozy atmosphere and traditional Croatian dishes. It offers a great selection of craft beers brewed on-site, alongside hearty local cuisine.",45.8141499,15.8483959,Samoborska cesta 217,10090,Zagreb,Croatia,""
1,Restoran Sofra,Restaurant,"Balkan,Mediterranean","Restoran Sofra in Zagreb, Croatia, offers a cozy dining experience with a focus on traditional Balkan and Mediterranean flavors, showcasing a variety of authentic dishes inspired by the region.",45.7890805,16.0112321,Ulica I. gardijske brigade Tigrovi 27,,Zagreb,Croatia,""
1,Bistro MZ,Restaurant,Grill,"Bistro MZ is a charming restaurant located in Zagreb, Croatia, offering a cozy atmosphere and a menu inspired by Mediterranean and Croatian cuisine.",45.8184366,16.0248684,Aleja Antuna Augustinčića 8,,Zagreb,Croatia,""
1,Biggy,Restaurant,Pizza,"Biggy is a popular restaurant in Zagreb, Croatia, known for its cozy atmosphere and a menu that features a variety of hearty and flavorful Balkan dishes.",45.8178513,16.0015375,,,Zagreb,Croatia,""
1,Zdravljak Forino,Fast Food,,"Zdravljak Forino is a charming restaurant in Zagreb, Croatia, offering traditional Croatian and Balkan cuisine in a cozy and inviting atmosphere. Known for its authentic flavors and warm hospitality.",45.7786698,15.9959438,,,Zagreb,Croatia,""
1,Pri Zagorcu,Restaurant,"Croatian,Balkan","Pri Zagorcu is a cozy restaurant located in Zagreb, Croatia, known for serving traditional Croatian dishes with a focus on regional flavors from the Zagorje area. It offers a warm atmosphere with authentic local cuisine.",45.8117485,15.9695785,,,Zagreb,Croatia,""
1,Pizzeria Glorija,Restaurant,"Pizza,Italian","Pizzeria Glorija is a popular restaurant located in Zagreb, Croatia, known for its authentic Italian-style pizzas made with fresh ingredients and traditional recipes.",45.7793335,15.9860113,,,Zagreb,Croatia,""
1,Caffe Janko,Cafe,"Croatian,Balkan","Caffe Janko is a cozy cafe and restaurant located in Zagreb, Croatia, known for its relaxed atmosphere and a menu featuring traditional Croatian and Balkan dishes.",45.7795865,15.9861411,,,Zagreb,Croatia,""
1,Song,Cafe,"Fusion,Croatian","Song is a contemporary restaurant located in Zagreb, Croatia, offering a unique blend of modern and traditional flavors with a cozy atmosphere.",45.7776205,15.9673978,,,Zagreb,Croatia,""
1,Paf,Cafe,Balkan,"Paf is a cozy and modern restaurant located in Zagreb, Croatia, known for its vibrant atmosphere and creative dishes that highlight the rich flavors of Balkan cuisine.",45.7776218,15.9671797,,,Zagreb,Croatia,""
1,Restoran Potkova,Restaurant,"Croatian,Balkan","Restoran Potkova is a cozy and traditional restaurant located in Zagreb, Croatia, known for its authentic Croatian cuisine and warm atmosphere, offering a variety of local dishes and specialties.",45.783825,15.9655822,,,Zagreb,Croatia,""
1,Bistro Paž,Cafe,"Croatian,Mediterranean,Fusion","Bistro Paž is a cozy and modern bistro located in Zagreb, Croatia, offering a contemporary dining experience with a focus on fresh, locally sourced ingredients and a variety of traditional Croatian dishes with a modern twist.",45.7911303,15.9042281,,,Zagreb,Croatia,""
1,Laterna,Cafe,"Croatian,Mediterranean","Laterna is a cozy and charming restaurant located in Zagreb, Croatia, known for its warm ambiance and authentic Croatian cuisine. It offers a delightful dining experience with traditional dishes made from fresh, local ingredients.",45.814905,15.9956259,,,Zagreb,Croatia,""
1,Blato (Zlinje),Restaurant,"Croatian,Balkan,Mediterranean","Blato (Zlinje) is a cozy restaurant located in Zagreb, Croatia, known for its warm atmosphere and authentic regional cuisine. It offers a variety of traditional dishes that reflect the rich culinary heritage of the area.",45.8066663,15.9427116,Selska cesta 54,10000,Zagreb,Croatia,""
1,Darling,Cafe,"Balkan,Mediterranean","Darling is a modern restaurant in Zagreb, Croatia, known for its contemporary take on Balkan and Mediterranean cuisine, offering a variety of flavorful dishes in a stylish setting.",45.8066194,15.9529396,Ulica Andrije Žaje 63,,Zagreb,Croatia,""
1,Tennessee bar & distillery,Bar,"American,Barbecue,Grill",Tennessee bar & distillery in Zagreb offers a cozy atmosphere with a focus on American-style bar food and house-distilled spirits.,45.8064941,15.9529423,Metalčeva ulica 1,,Zagreb,Croatia,""
1,Markiz pub,Pub,"Balkan,Croatian,Barbecue,Grill","Markiz pub is a cozy and popular spot in Zagreb, Croatia, known for its warm ambiance and a wide selection of local and regional dishes. It offers a mix of traditional Balkan flavors with a modern twist, often accompanied by a good range of drinks.",45.8062361,15.9529638,Metalčeva ulica 3,,Zagreb,Croatia,""
1,Pizzeria Viva,Restaurant,Italian,"Pizzeria Viva is a cozy restaurant located in Zagreb, Croatia, known for its authentic Italian-style pizzas made with fresh ingredients and traditional recipes. It offers a warm atmosphere perfect for family dining and casual gatherings.",45.8039437,15.9536719,Ulica Silvija Strahimira Kranjčevića 69,,Zagreb,Croatia,""
1,Pizzeria Kariola,Restaurant,Pizza,"Pizzeria Kariola is a cozy restaurant located in Zagreb, Croatia, known for its authentic Italian-style pizzas and a warm ambiance. It offers a variety of traditional and creative pizza options made with fresh ingredients.",45.8039094,15.9584385,Ulica Huga Badalića 18,10000,Zagreb,Croatia,""
1,McDonald's,Fast Food,,"McDonald's is a global fast-food chain known for its quick-service burgers, fries, and beverages. Located in Zagreb, Croatia, it offers a familiar menu that includes classic American-style fast food items in a casual dining environment.",45.812538,15.9793464,,,Zagreb,Croatia,""
1,Spunk,Pub,"Croatian,Mediterranean,Fusion","Spunk is a trendy restaurant located in Zagreb, Croatia, known for its vibrant atmosphere and creative dishes. It offers a modern dining experience with a focus on fresh ingredients and innovative flavors.",45.7961681,15.9784465,,,Zagreb,Croatia,""
1,Friends,Cafe,"Balkan,Croatian","Friends is a cozy restaurant located in Zagreb, Croatia, known for its warm atmosphere and delicious traditional Balkan dishes.",45.7775674,15.9953028,Hrastin prilaz 3,10010,Zagreb,Croatia,""
1,Dugi,Cafe,"Croatian,Mediterranean","Dugi is a cozy restaurant located in Zagreb, Croatia, known for its warm atmosphere and traditional Croatian dishes made with fresh, local ingredients. It offers a taste of authentic regional flavors in a welcoming setting.",45.777326,15.9982538,,,Zagreb,Croatia,""
1,XXL-grill,Restaurant,Barbecue,XXL-grill is a popular restaurant in Zagreb known for its large portions and a wide variety of grilled dishes. It offers a cozy atmosphere and specializes in hearty meals perfect for meat lovers.,45.7939072,15.9180366,Rudeška cesta 146,,Zagreb,Croatia,""
1,Galion,Pub,"Croatian,Mediterranean,Seafood","Galion is a popular restaurant located in Zagreb, Croatia, known for its welcoming atmosphere and quality dining experience. It offers a mix of traditional and contemporary dishes with a focus on fresh ingredients and authentic flavors.",45.7937497,15.9189694,,,Zagreb,Croatia,""
1,Iva,Pub,"Croatian,Mediterranean,Fusion","Iva is a cozy and modern restaurant located in Zagreb, Croatia, offering a delightful dining experience with a focus on fresh, locally sourced ingredients and creative dishes.",45.7911831,15.9193808,,,Zagreb,Croatia,""
1,Grana,Restaurant,"Croatian,Mediterranean,Fusion","Grana is a contemporary restaurant located in Zagreb, Croatia, offering a refined dining experience with a focus on high-quality, locally sourced ingredients and innovative dishes.",45.7910053,15.9084775,Mlake 27,,Zagreb,Croatia,""
1,Bulldog,Pub,Balkan,"Bulldog is a popular restaurant located in Zagreb, Croatia, known for its cozy atmosphere and traditional Balkan cuisine. It offers a variety of authentic dishes that showcase the rich culinary heritage of the region.",45.8122713,15.9753072,Bogovićeva ulica 6,10000,Zagreb,Croatia,""
1,Golf,Pub,"Croatian,Mediterranean","Golf is a renowned restaurant in Zagreb, Croatia, offering a sophisticated dining experience with a focus on traditional Croatian cuisine enhanced by modern culinary techniques.",45.8117486,15.9741445,,,Zagreb,Croatia,""
1,Pingvin,Fast Food,"Croatian,Balkan","Pingvin is a cozy restaurant located in Zagreb, Croatia, offering a welcoming atmosphere and a menu that highlights traditional Croatian and Balkan flavors with a modern twist.",45.8112456,15.9759348,,,Zagreb,Croatia,""
1,Ivica i Marica,Restaurant,,"Ivica i Marica is a cozy restaurant located in Zagreb, Croatia, offering traditional Croatian and Balkan cuisine with a homely atmosphere and authentic flavors.",45.8174657,15.9763507,,,Zagreb,Croatia,""
1,Stara Lugarnica,Restaurant,"Croatian,Balkan","Stara Lugarnica is a charming restaurant located in Zagreb, Croatia, known for serving traditional Croatian and Balkan cuisine in a cozy and authentic setting.",45.8992309,15.9528531,,,Zagreb,Croatia,""
1,Pilana Bliznec,Restaurant,Balkan,"Pilana Bliznec is a popular restaurant located in Zagreb, Croatia, known for its traditional and authentic Balkan cuisine. It offers a cozy atmosphere and specializes in hearty dishes that showcase the rich culinary heritage of the region.",45.8764737,15.9763068,Bliznec 68,,Zagreb,Croatia,""
1,Melin,Pub,"Croatian,Mediterranean,Fusion","Melin is a modern restaurant located in Zagreb, Croatia, offering a cozy atmosphere and a menu that combines traditional and contemporary flavors.",45.816743,15.9760949,Kožarska ulica 19,10000,Zagreb,Croatia,""
1,Hemingway,Pub,"Mediterranean,Fusion","Hemingway is a contemporary restaurant located in Zagreb, Croatia, known for its stylish ambiance and a refined menu that showcases modern European cuisine with a focus on fresh, locally-sourced ingredients.",45.8099899,15.9710179,,,Zagreb,Croatia,""
1,Pif,Pub,"Balkan,Yugoslav Fusion","Pif is a cozy and contemporary restaurant located in Zagreb, Croatia, offering a modern take on traditional Balkan cuisine with a vibrant atmosphere.",45.8114726,15.9741597,,,Zagreb,Croatia,""
1,Vegehop,Restaurant,"Vegetarian,Vegan",Info@vegehop.hr,45.8142809,15.9882882,Vlaška ulica 79,,Zagreb,Croatia,""
1,Super Hrvoje,Cafe,Balkan,"Super Hrvoje is a popular restaurant in Zagreb, Croatia, known for its authentic Balkan cuisine and vibrant atmosphere. It offers a welcoming environment where guests can enjoy traditional dishes and flavors from the region.",45.8013552,15.9284785,,,Zagreb,Croatia,""
1,spin,Cafe,"Balkan,Mediterranean","Spin is a modern restaurant in Zagreb, Croatia, known for its innovative approach to traditional Balkan and Mediterranean cuisine, offering a cozy atmosphere and creative dishes.",45.8057416,15.9363018,,,Zagreb,Croatia,""
1,Drop in,Cafe,"Croatian,Balkan","Drop in is a cozy restaurant located in Zagreb, Croatia, known for its welcoming atmosphere and a menu that features a variety of Croatian and Balkan dishes made from fresh, local ingredients.",45.8022533,15.9728571,Zelinska ulica 3,,Zagreb,Croatia,""
1,Club & lounge Roko,Bar,,"Club & lounge Roko is a vibrant nightlife spot in Zagreb, Croatia, known for its stylish ambiance, music, and a selection of drinks. It offers a lively atmosphere perfect for socializing and entertainment.",45.7836568,15.9479777,Jarunska ulica 5,,Zagreb,Croatia,""
1,Eros,Cafe,"Croatian,Mediterranean","Eros is a cozy restaurant located in Zagreb, Croatia, known for its warm ambiance and a menu that highlights traditional and contemporary Croatian flavors.",45.7932977,16.0040046,,,Zagreb,Croatia,""
1,Ivana,Cafe,"Croatian,Mediterranean","Ivana is a charming restaurant located in Zagreb, Croatia, offering a cozy atmosphere and a menu that celebrates traditional Croatian cuisine with a modern twist.",45.793435,16.0042047,,,Zagreb,Croatia,""
1,Jarunski dvori,Restaurant,Croatian,"Jarunski dvori is a traditional Croatian restaurant located in Zagreb, known for its authentic local cuisine and cozy atmosphere.",45.7820778,15.9254266,,,Zagreb,Croatia,""
1,Aruba,Bar,"Mediterranean,Balkan","Aruba is a cozy restaurant located in Zagreb, Croatia, offering a welcoming atmosphere and a diverse menu focusing on Mediterranean and Balkan culinary traditions.",45.7806573,15.9365627,,,Zagreb,Croatia,""
1,ArmBar,Cafe,"Balkan,Mediterranean","ArmBar is a trendy bar and restaurant located in Zagreb, Croatia, known for its vibrant atmosphere and creative cocktails. It combines a modern dining experience with a focus on Balkan and Mediterranean flavors.",45.8280434,16.0793852,,,Zagreb,Croatia,""
1,Foodium,Restaurant,,"Foodium is a contemporary restaurant located in Zagreb, Croatia, known for its modern yet authentic approach to Balkan cuisine, offering a vibrant dining experience with a focus on fresh ingredients and traditional flavors.",45.7808625,15.9822927,Ulica Nikole Andrića 29,10010,Zagreb,Croatia,""
1,In Face,Cafe,"Balkan,Mediterranean,Fusion","In Face is a contemporary restaurant in Zagreb, Croatia, known for its modern ambiance and a diverse menu that showcases authentic Balkan flavors with a modern twist.",45.7799876,15.9859813,,,Zagreb,Croatia,""
1,NU,Restaurant,Pizza,"NU is a modern and innovative restaurant located in Zagreb, Croatia, known for its creative culinary approach and use of high-quality local ingredients. It offers a contemporary dining experience with a focus on seasonal and fresh dishes.",45.7804096,15.985153,,,Zagreb,Croatia,""
1,Piket,Cafe,"Croatian,Mediterranean","Piket is a renowned restaurant in Zagreb, Croatia, known for its traditional Croatian cuisine with a modern twist, offering a cozy atmosphere and a focus on local ingredients.",45.7911243,16.0013396,Lastovska ulica 22,,Zagreb,Croatia,""
1,Kayak,Fast Food,,"Kayak is a popular restaurant in Zagreb, Croatia known for its cozy atmosphere and delicious meals. It offers a variety of traditional and contemporary dishes.",45.7853604,15.9180413,,,Zagreb,Croatia,""
1,DA,Pub,"Croatian,Balkan","DA is a cozy restaurant located in Zagreb, Croatia, known for its authentic Croatian and Balkan cuisine, offering a warm atmosphere and traditional dishes.",45.7976402,15.9762015,Ulica Vladimira Preloga 7,,Zagreb,Croatia,""
1,Sova,Pub,"Balkan,Mediterranean,Fusion","Sova is a contemporary dining spot in Zagreb, Croatia, known for its creative approach to traditional Balkan flavors and a cozy ambiance.",45.7957775,15.9751467,Lička ulica 35,10000,Zagreb,Croatia,""
1,Chic bar & more,Bar,"Barbecue,Mediterranean,Fusion","Chic bar & more is a trendy spot in Zagreb, Croatia, offering a stylish ambiance perfect for enjoying a variety of drinks and contemporary dishes that blend local and international flavors.",45.7805336,15.9305561,Županići 1A,,Zagreb,Croatia,""
1,Gustav,Pub,"Balkan,Mediterranean,Fusion","Gustav is a modern restaurant located in Zagreb, Croatia, known for its innovative approach to traditional Balkan and Mediterranean cuisine, offering a sophisticated dining experience with a focus on seasonal and locally sourced ingredients.",45.7931089,15.9154978,,,Zagreb,Croatia,""
1,Kod Pere,Restaurant,"Croatian,Balkan","Kod Pere is a popular restaurant in Zagreb, Croatia, known for its authentic Balkan cuisine and traditional Croatian dishes served in a cozy and welcoming atmosphere.",45.8145063,15.984479,Ulica Cvjetka Rubetića 25,,Zagreb,Croatia,""
1,Pit Stop,Pub,"Balkan,Grill","Pit Stop is a casual dining restaurant located in Zagreb, Croatia, known for its vibrant atmosphere and quick service. It offers a variety of grilled dishes and flavorful Balkan specialties, making it a popular spot for both locals and visitors.",45.8143197,15.8491888,,,Zagreb,Croatia,""
1,Gaj,Pub,"Croatian,Balkan","Gaj is a popular restaurant located in Zagreb, Croatia, known for its warm atmosphere and authentic regional cuisine. It offers a cozy dining experience focusing on traditional dishes.",45.77489,15.9553579,,,Zagreb,Croatia,""
1,Sveučilišna kavana,Cafe,"Croatian,Mediterranean","Sveučilišna kavana is a traditional restaurant located in Zagreb, Croatia, known for its cozy atmosphere and classic Croatian dishes. It is a popular spot for both locals and tourists to enjoy authentic culinary experiences reflecting Croatian culture.",45.796909,15.9783866,,,Zagreb,Croatia,""
1,Oliva,Cafe,"Mediterranean,Croatian,Seafood","Oliva is a charming restaurant located in Zagreb, Croatia, known for its cozy atmosphere and delicious Mediterranean cuisine with a focus on fresh, local ingredients.",45.7896303,15.9287996,,,Zagreb,Croatia,""
1,Dvorana,Cafe,"Croatian,Balkan","Dvorana is a cozy restaurant located in Zagreb, Croatia, offering a variety of traditional and contemporary Croatian dishes in a warm and inviting atmosphere.",45.7877443,15.9491174,,,Zagreb,Croatia,""
1,Hamper,Pub,"Balkan,Fusion","Hamper is a contemporary restaurant located in Zagreb, Croatia, known for its innovative approach to traditional Balkan cuisine, offering a modern and cozy dining experience.",45.787686,15.9491122,,,Zagreb,Croatia,""
1,Dubrovnik,Cafe,"Croatian,Mediterranean,Seafood","Dubrovnik is a charming restaurant located in Zagreb, Croatia, offering a cozy atmosphere and authentic Croatian cuisine with a focus on traditional dishes and fresh, local ingredients.",45.7910895,15.949769,,,Zagreb,Croatia,""
1,Marijino Zvono,Restaurant,"Croatian,Mediterranean,Balkan","Marijino Zvono is a cozy restaurant located in Zagreb, Croatia, known for its authentic Croatian cuisine and warm atmosphere, offering traditional dishes that highlight local ingredients and flavors.",45.7916319,15.9766687,Prudi 27,,Zagreb,Croatia,""
1,Kutak za klopicu,Fast Food,"Croatian,Balkan","Kutak za klopicu is a cozy restaurant located in Zagreb, Croatia, known for its authentic Balkan flavors and traditional dishes served in a warm and welcoming atmosphere.",45.7925346,15.9803888,,,Zagreb,Croatia,""
1,Stara zagrebačka škola,Restaurant,Croatian,"Stara zagrebačka škola is a traditional restaurant in Zagreb, Croatia, known for its authentic Croatian cuisine that reflects the culinary heritage of the region.",45.7750066,15.9935818,Ulica Mihovila Kombola 2a,,Zagreb,Croatia,""
1,Perla,Cafe,"Croatian,Mediterranean,Seafood","Perla is a cozy restaurant located in Zagreb, Croatia, known for its inviting atmosphere and authentic flavors. It offers a variety of traditional and contemporary dishes that highlight the rich culinary heritage of the region.",45.7896733,15.9321468,,,Zagreb,Croatia,""
1,Zvonimir,Cafe,"Croatian,Mediterranean","Zvonimir is a cozy restaurant located in Zagreb, Croatia, known for its authentic Croatian cuisine and warm atmosphere, offering traditional dishes made from local ingredients.",45.8146806,15.9941791,,,Zagreb,Croatia,""
1,Estrada,Restaurant,"Croatian,Mediterranean","Estrada is a charming restaurant located in Zagreb, Croatia, offering a blend of traditional and modern Croatian cuisine in a cozy and welcoming atmosphere.",45.8151113,15.994737,Ulica Jakova Gotovca 6,10000,Zagreb,Croatia,""
1,Regata,Pub,"Croatian,Seafood,Mediterranean","Regata is a popular restaurant in Zagreb, Croatia, known for its charming atmosphere and delicious traditional Croatian dishes, focusing on fresh seafood and Mediterranean flavors.",45.7897895,15.921626,,,Zagreb,Croatia,""
1,Egoist,Bar,"Croatian,Mediterranean,Fusion","Egoist is a contemporary restaurant in Zagreb, Croatia, known for its modern approach to traditional Croatian cuisine with a focus on fresh, local ingredients and elegant presentation.",45.790026,15.9284066,,,Zagreb,Croatia,""
1,M,Cafe,"Croatian,Mediterranean,Fusion","M is a contemporary restaurant located in Zagreb, Croatia, offering a refined dining experience with a focus on fresh, locally sourced ingredients and innovative culinary techniques.",45.7965419,15.9334387,,,Zagreb,Croatia,""
1,Volim Kvart,Cafe,"Croatian,Balkan","Volim Kvart is a cozy and vibrant restaurant located in Zagreb, Croatia, known for its warm atmosphere and a menu that celebrates traditional Balkan flavors with a modern twist.",45.7967111,15.9338961,Dinarska ulica 34,,Zagreb,Croatia,""
1,Caffe bar Bass,Cafe,"Croatian,Barbecue,Grill","Caffe bar Bass is a cozy and modern establishment located in the heart of Zagreb, Croatia, offering a relaxing atmosphere with a selection of drinks and light meals. It is a popular spot for both locals and tourists to unwind and enjoy a casual dining experience.",45.787963,15.9400392,,,Zagreb,Croatia,""
1,Slastičarnica Krešimir,Cafe,"Croatian,Bakery","Slastičarnica Krešimir is a popular pastry shop and cafe located in Zagreb, Croatia, known for its traditional Croatian sweets and desserts, as well as a cozy atmosphere perfect for enjoying coffee and treats.",45.7855088,15.9277983,Hrgovići 75,,Zagreb,Croatia,""
1,Restoran 2,Fast Food,"Croatian,Balkan","Restoran 2 is a popular dining spot in Zagreb, Croatia, known for its cozy atmosphere and a menu that highlights traditional and modern Balkan flavors. It offers a blend of authentic local dishes and contemporary twists, making it a favorite among locals and tourists alike.",45.784963,15.9468221,,,Zagreb,Croatia,""
1,Villa Marija,Cafe,"Croatian,Mediterranean","Villa Marija is a charming restaurant located in Zagreb, Croatia, known for its warm ambiance and traditional dishes. It offers a cozy dining experience with a focus on authentic Croatian cuisine, showcasing local flavors and fresh ingredients.",45.780927,15.9926027,,,Zagreb,Croatia,""
1,Ivan,Cafe,"Croatian,Mediterranean,Fusion","Ivan is a well-regarded restaurant in Zagreb, Croatia, known for its modern take on traditional Croatian cuisine, offering a cozy and elegant dining experience.",45.7810804,15.9993107,Adamičeva ulica 19A,10010,Zagreb,Croatia,""
1,Cezar,Cafe,"Croatian,Balkan","Cezar is a cozy restaurant located in Zagreb, Croatia, known for its warm ambiance and a menu that highlights traditional Balkan flavors with a modern twist.",45.7795384,16.0008695,,,Zagreb,Croatia,""
1,Angi,Cafe,"Croatian,Balkan","Angi is a charming restaurant located in Zagreb, Croatia, known for its cozy atmosphere and a menu that highlights traditional Croatian and Balkan flavors with a modern twist.",45.7902967,15.9496313,,,Zagreb,Croatia,""
1,Valentino,Restaurant,"Italian,Mediterranean","Valentino is a renowned restaurant in Zagreb, Croatia, known for its elegant atmosphere and authentic Italian cuisine. It offers a cozy dining experience with expertly prepared dishes using fresh ingredients.",45.8065855,16.0392323,,,Zagreb,Croatia,""
1,Čingač,Restaurant,Barbecue,"Čingač is a cozy restaurant located in Zagreb, Croatia, known for its authentic Balkan flavors and warm atmosphere. It specializes in traditional dishes, offering a genuine taste of the region.",45.8077573,16.0408747,Vukomerec 25,,Zagreb,Croatia,""
1,Medeni,Cafe,"Croatian,Balkan,Grill","Medeni is a cozy restaurant located in Zagreb, Croatia, known for its warm ambiance and authentic Balkan cuisine. It offers a variety of traditional dishes that reflect the rich culinary heritage of the region.",45.7867876,15.9291737,Hrgovići 55,,Zagreb,Croatia,""
1,Zwiebel,Restaurant,,"Zwiebel is a charming restaurant located in Zagreb, Croatia, known for its cozy atmosphere and a menu that highlights traditional Croatian and Balkan flavors. It offers a variety of dishes prepared with locally sourced ingredients, blending classic recipes with modern culinary techniques.",45.7913059,15.9422978,Ulica Blaža Trogiranina 22,,Zagreb,Croatia,""
1,Mrzla Piva,Pub,"Balkan,Croatian,Barbecue,Grill","Mrzla Piva is a popular bar and restaurant located in Zagreb, Croatia, known for its vibrant atmosphere and extensive selection of regional beers. It offers a variety of traditional Balkan dishes and hearty fare perfect to accompany their drinks.",45.8074154,15.9611433,,,Zagreb,Croatia,""
1,"Cafe bar ""Gurman Gotivius""",Bar,"Croatian,Mediterranean","Cafe bar Gurman Gotivius is a cozy and welcoming spot in Zagreb, Croatia, known for its quality food and relaxed atmosphere. It offers a variety of traditional and contemporary dishes, making it a great place to enjoy a casual meal or drink.",45.8405829,16.0616369,,,Zagreb,Croatia,""
1,Il Secondo,Restaurant,Italian,"Il Secondo is a charming restaurant located in Zagreb, Croatia, offering an authentic Italian dining experience with a focus on traditional dishes and a cozy atmosphere.",45.7769707,15.9753399,Avenija Dubrovnik 12,10020,Zagreb,Croatia,""
1,Lui,Cafe,"Croatian,Mediterranean,Fusion","Lui is a modern restaurant located in Zagreb, Croatia, known for its creative approach to traditional Croatian and Mediterranean cuisine, offering a refined dining experience with a focus on fresh, locally sourced ingredients.",45.8071154,15.9947911,,,Zagreb,Croatia,""
1,Utrina,Cafe,"Croatian,Balkan","Utrina is a cozy restaurant located in Zagreb, Croatia, known for its authentic Croatian and Balkan cuisine, offering a warm atmosphere and traditional flavors.",45.7773751,15.99722,,,Zagreb,Croatia,""
1,Avenija,Cafe,"Croatian,Balkan,Mediterranean","Avenija is a popular restaurant in Zagreb, Croatia, known for its cozy atmosphere and diverse menu that highlights traditional Croatian and Balkan flavors with a modern twist.",45.8287923,16.0516841,,,Zagreb,Croatia,""
1,Brick,Bar,"Balkan,Croatian,Fusion","Brick is a cozy restaurant in Zagreb, Croatia, known for its modern take on traditional Balkan cuisine, combining rich flavors with a contemporary dining experience.",45.8092914,15.9638317,,,Zagreb,Croatia,""
1,Osjećaj,Cafe,"Croatian,Balkan",Osjećaj is a cozy restaurant in Zagreb offering a warm ambiance and a menu inspired by traditional Croatian and Balkan flavors with a modern twist.,45.8084908,15.9640905,Kačićeva ulica 23,,Zagreb,Croatia,""
1,Odeon,Restaurant,"Croatian,Mediterranean","Odeon is a well-known restaurant located in Zagreb, Croatia, offering a charming ambiance and a menu that highlights traditional Croatian and Mediterranean cuisine with a modern twist.",45.8088082,15.9630029,,,Zagreb,Croatia,""
1,Hennessy,Cafe,"Croatian,Mediterranean","Hennessy is a cozy and modern restaurant located in the heart of Zagreb, Croatia, offering a blend of traditional Croatian and Mediterranean cuisines with a contemporary twist.",45.8111442,15.9640126,,,Zagreb,Croatia,""
1,Jlicky Trg,Cafe,Balkan,"Jlicky Trg is a vibrant restaurant located in Zagreb, Croatia, known for its authentic Balkan cuisine and welcoming atmosphere. It offers a delightful dining experience with traditional flavors that reflect the rich culinary heritage of the region.",45.8125802,15.9652845,,,Zagreb,Croatia,""
